review,review_number,weekday,month,day,year
#4442,4442,Thursday,April,13,2023
#4441,4441,Wednesday,April,12,2023
#4440,4440,Tuesday,April,11,2023
#4439,4439,Monday,April,10,2023
#4438,4438,Sunday,April,9,2023
#4437,4437,Saturday,April,8,2023
#4436,4436,Friday,April,7,2023
#4435,4435,Friday,April,7,2023
#4434,4434,Thursday,April,6,2023
#4433,4433,Wednesday,April,5,2023
#4432,4432,Tuesday,April,4,2023
#4431,4431,Monday,April,3,2023
#4430,4430,Sunday,April,2,2023
#4429,4429,Friday,March,31,2023
#4427,4427,Tuesday,March,28,2023
#4426,4426,Monday,March,27,2023
#4425,4425,Sunday,March,26,2023
#4424,4424,Friday,March,24,2023
#4423,4423,Thursday,March,23,2023
#4422,4422,Wednesday,March,22,2023
#4421,4421,Tuesday,March,21,2023
#4420,4420,Monday,March,20,2023
#4419,4419,Sunday,March,19,2023
#4418,4418,Saturday,March,18,2023
#4417,4417,Friday,March,17,2023
#4416,4416,Thursday,March,16,2023
#4415,4415,Wednesday,March,15,2023
#4414,4414,Tuesday,March,14,2023
#4413,4413,Monday,March,13,2023
#4412,4412,Sunday,March,12,2023
#4411,4411,Saturday,March,11,2023
#4410,4410,Friday,March,10,2023
#4409,4409,Thursday,March,9,2023
#4408,4408,Wednesday,March,8,2023
#4407,4407,Tuesday,March,7,2023
#4406,4406,Monday,March,6,2023
#4405,4405,Sunday,March,5,2023
#4404,4404,Saturday,March,4,2023
#4403,4403,Friday,March,3,2023
#4402,4402,Thursday,March,2,2023
#4401,4401,Wednesday,March,1,2023
#4576,4576,Tuesday,February,28,2023
#4400,4400,Tuesday,February,28,2023
#4399,4399,Monday,February,27,2023
#4398,4398,Sunday,February,26,2023
#4397,4397,Saturday,February,25,2023
#4396,4396,Friday,February,24,2023
#4395,4395,Thursday,February,23,2023
#4394,4394,Wednesday,February,22,2023
#4393,4393,Monday,February,20,2023
#4392,4392,Sunday,February,19,2023
#4391,4391,Saturday,February,18,2023
#4390,4390,Friday,February,17,2023
#4389,4389,Wednesday,February,15,2023
#4388,4388,Tuesday,February,14,2023
#4387,4387,Monday,February,13,2023
#4386,4386,Sunday,February,12,2023
#4385,4385,Saturday,February,11,2023
#4384,4384,Friday,February,10,2023
#4383,4383,Thursday,February,9,2023
#4382,4382,Wednesday,February,8,2023
#4381,4381,Tuesday,February,7,2023
#4380,4380,Saturday,February,4,2023
#4379,4379,Friday,February,3,2023
#4378,4378,Thursday,February,2,2023
#4377,4377,Wednesday,February,1,2023
#4376,4376,Tuesday,January,31,2023
#4375,4375,Monday,January,30,2023
#4374,4374,Sunday,January,29,2023
#4373,4373,Saturday,January,28,2023
#4372,4372,Friday,January,27,2023
#4371,4371,Thursday,January,26,2023
#4370,4370,Wednesday,January,25,2023
#4369,4369,Tuesday,January,24,2023
#4368,4368,Monday,January,23,2023
#4367,4367,Sunday,January,22,2023
#4366,4366,Saturday,January,21,2023
#4365,4365,Friday,January,20,2023
#4364,4364,Thursday,January,19,2023
#4363,4363,Saturday,January,14,2023
#4362,4362,Friday,January,13,2023
#4361,4361,Tuesday,January,10,2023
#4360,4360,Monday,January,9,2023
#4359,4359,Sunday,January,8,2023
#4358,4358,Saturday,January,7,2023
#4357,4357,Friday,January,6,2023
#4356,4356,Thursday,January,5,2023
#4355,4355,Wednesday,January,4,2023
#4354,4354,Tuesday,January,3,2023
#4353,4353,Saturday,December,31,2022
#4352,4352,Friday,December,30,2022
#4351,4351,Thursday,December,29,2022
#4350,4350,Wednesday,December,28,2022
#4349,4349,Tuesday,December,27,2022
#4348,4348,Monday,December,26,2022
#4347,4347,Friday,December,23,2022
#4346,4346,Wednesday,December,21,2022
#4345,4345,Tuesday,December,20,2022
#4344,4344,Monday,December,19,2022
#4343,4343,Sunday,December,18,2022
#4342,4342,Thursday,December,15,2022
#4341,4341,Wednesday,December,14,2022
#4340,4340,Monday,December,12,2022
#4339,4339,Sunday,December,11,2022
#4338,4338,Saturday,December,10,2022
#4337,4337,Friday,December,9,2022
#4336,4336,Thursday,December,8,2022
#4335,4335,Wednesday,December,7,2022
#4334,4334,Tuesday,December,6,2022
#4333,4333,Monday,December,5,2022
#4332,4332,Sunday,December,4,2022
#4331,4331,Saturday,December,3,2022
#4330,4330,Friday,December,2,2022
#4329,4329,Thursday,December,1,2022
#4327,4327,Tuesday,November,29,2022
#4326,4326,Monday,November,28,2022
#4325,4325,Sunday,November,27,2022
#4324,4324,Saturday,November,26,2022
#4323,4323,Friday,November,25,2022
#4322,4322,Thursday,November,24,2022
#4321,4321,Wednesday,November,23,2022
#4320,4320,Monday,November,21,2022
#4319,4319,Sunday,November,20,2022
#4318,4318,Saturday,November,19,2022
#4317,4317,Friday,November,18,2022
#4316,4316,Wednesday,November,16,2022
#4315,4315,Tuesday,November,15,2022
#4314,4314,Monday,November,14,2022
#4313,4313,Sunday,November,13,2022
#4312,4312,Friday,November,11,2022
#4311,4311,Thursday,November,10,2022
#4310,4310,Wednesday,November,9,2022
#4309,4309,Monday,November,7,2022
#4308,4308,Saturday,November,5,2022
#4307,4307,Friday,November,4,2022
#4306,4306,Thursday,November,3,2022
#4305,4305,Wednesday,November,2,2022
#4304,4304,Tuesday,November,1,2022
#4575,4575,Sunday,October,30,2022
#4303,4303,Sunday,October,30,2022
#4428,4428,Saturday,October,29,2022
#4302,4302,Friday,October,28,2022
#4301,4301,Wednesday,October,26,2022
#4252,4252,Tuesday,October,25,2022
#4300,4300,Tuesday,October,25,2022
#4299,4299,Sunday,October,23,2022
#4298,4298,Sunday,October,23,2022
#4297,4297,Sunday,October,23,2022
#4296,4296,Sunday,October,23,2022
#4295,4295,Friday,October,21,2022
#4294,4294,Friday,October,21,2022
#4293,4293,Friday,October,21,2022
#4292,4292,Friday,October,21,2022
#4291,4291,Friday,October,21,2022
#4290,4290,Friday,October,21,2022
#4289,4289,Thursday,October,20,2022
#4288,4288,Wednesday,October,19,2022
#4287,4287,Tuesday,October,18,2022
#4286,4286,Monday,October,17,2022
#4285,4285,Sunday,October,16,2022
#4284,4284,Saturday,October,15,2022
#4283,4283,Friday,October,14,2022
#4282,4282,Thursday,October,13,2022
#4281,4281,Wednesday,October,12,2022
#4280,4280,Tuesday,October,11,2022
#4279,4279,Tuesday,October,11,2022
#4277,4277,Sunday,October,9,2022
#4276,4276,Saturday,October,8,2022
#4275,4275,Friday,October,7,2022
#4274,4274,Thursday,October,6,2022
#4273,4273,Wednesday,October,5,2022
#4272,4272,Tuesday,October,4,2022
#4271,4271,Monday,October,3,2022
#4270,4270,Monday,October,3,2022
#4269,4269,Sunday,October,2,2022
#4268,4268,Thursday,September,29,2022
#4267,4267,Wednesday,September,28,2022
#4266,4266,Tuesday,September,27,2022
#4265,4265,Monday,September,26,2022
#4264,4264,Sunday,September,25,2022
#4263,4263,Saturday,September,24,2022
#4262,4262,Friday,September,23,2022
#4261,4261,Wednesday,September,21,2022
#4260,4260,Monday,September,19,2022
#4259,4259,Sunday,September,18,2022
#4258,4258,Saturday,September,17,2022
#4257,4257,Wednesday,September,14,2022
#4256,4256,Tuesday,September,13,2022
#4255,4255,Monday,September,12,2022
#4254,4254,Sunday,September,11,2022
#4253,4253,Saturday,September,10,2022
#4251,4251,Wednesday,September,7,2022
#4250,4250,Tuesday,September,6,2022
#4249,4249,Monday,September,5,2022
#4248,4248,Sunday,September,4,2022
#4247,4247,Saturday,September,3,2022
#4246,4246,Friday,September,2,2022
#4245,4245,Thursday,September,1,2022
#4244,4244,Wednesday,August,31,2022
#4243,4243,Monday,August,29,2022
#4242,4242,Sunday,August,28,2022
#4241,4241,Thursday,August,25,2022
#4400,4400,Wednesday,August,24,2022
#4239,4239,Tuesday,August,23,2022
#4238,4238,Monday,August,22,2022
#4237,4237,Sunday,August,21,2022
#4236,4236,Friday,August,19,2022
#4234,4234,Thursday,August,18,2022
#4233,4233,Wednesday,August,17,2022
#4232,4232,Tuesday,August,16,2022
#4231,4231,Sunday,August,14,2022
#4230,4230,Saturday,August,13,2022
#4229,4229,Friday,August,12,2022
#4228,4228,Thursday,August,11,2022
#4227,4227,Wednesday,August,10,2022
#4226,4226,Tuesday,August,9,2022
#4225,4225,Monday,August,8,2022
#4224,4224,Friday,August,5,2022
#4223,4223,Thursday,August,4,2022
#4222,4222,Wednesday,August,3,2022
#4221,4221,Tuesday,August,2,2022
#4220,4220,Monday,August,1,2022
#4219,4219,Sunday,July,31,2022
#4218,4218,Saturday,July,30,2022
#4217,4217,Friday,July,29,2022
#4216,4216,Wednesday,July,27,2022
#4215,4215,Tuesday,July,26,2022
#4214,4214,Sunday,July,24,2022
#4213,4213,Saturday,July,23,2022
#4212,4212,Friday,July,22,2022
#4211,4211,Thursday,July,21,2022
#4210,4210,Wednesday,July,20,2022
#4209,4209,Tuesday,July,19,2022
#4208,4208,Monday,July,18,2022
#4207,4207,Sunday,July,17,2022
#4206,4206,Saturday,July,16,2022
#4205,4205,Friday,July,15,2022
#4204,4204,Thursday,July,14,2022
#4203,4203,Wednesday,July,13,2022
#4202,4202,Tuesday,July,12,2022
#4201,4201,Monday,July,11,2022
#4200,4200,Saturday,July,9,2022
#4199,4199,Friday,July,8,2022
#4197,4197,Wednesday,July,6,2022
#4196,4196,Tuesday,July,5,2022
#4195,4195,Monday,July,4,2022
#4194,4194,Sunday,July,3,2022
#4193,4193,Friday,July,1,2022
#4192,4192,Thursday,June,30,2022
#4191,4191,Wednesday,June,29,2022
#4190,4190,Monday,June,27,2022
#4189,4189,Sunday,June,26,2022
#4188,4188,Saturday,June,25,2022
#4187,4187,Friday,June,24,2022
#4186,4186,Thursday,June,23,2022
#4185,4185,Tuesday,June,21,2022
#4183,4183,Saturday,June,18,2022
#4182,4182,Friday,June,17,2022
#4181,4181,Thursday,June,16,2022
#4180,4180,Wednesday,June,15,2022
#4179,4179,Tuesday,June,14,2022
#4178,4178,Sunday,June,12,2022
#4177,4177,Saturday,June,11,2022
#4176,4176,Friday,June,10,2022
#4175,4175,Thursday,June,9,2022
#4174,4174,Wednesday,June,8,2022
#4173,4173,Tuesday,June,7,2022
#4172,4172,Monday,June,6,2022
#4171,4171,Sunday,June,5,2022
#4170,4170,Sunday,June,5,2022
#4169,4169,Friday,June,3,2022
#4168,4168,Thursday,June,2,2022
#4167,4167,Wednesday,June,1,2022
#4166,4166,Tuesday,May,31,2022
#4165,4165,Monday,May,30,2022
#4164,4164,Sunday,May,29,2022
#4163,4163,Saturday,May,28,2022
#4162,4162,Friday,May,27,2022
#4161,4161,Thursday,May,26,2022
#4160,4160,Wednesday,May,25,2022
#4159,4159,Tuesday,May,24,2022
#4158,4158,Monday,May,23,2022
#4157,4157,Sunday,May,22,2022
#4156,4156,Saturday,May,21,2022
#4155,4155,Friday,May,20,2022
#4154,4154,Thursday,May,19,2022
#4153,4153,Wednesday,May,18,2022
#4152,4152,Tuesday,May,17,2022
#4151,4151,Monday,May,16,2022
#4150,4150,Sunday,May,15,2022
#4149,4149,Saturday,May,14,2022
#4148,4148,Friday,May,13,2022
#4147,4147,Thursday,May,12,2022
#4146,4146,Wednesday,May,11,2022
#4145,4145,Tuesday,May,10,2022
#4144,4144,Saturday,May,7,2022
#4143,4143,Friday,May,6,2022
#4142,4142,Friday,May,6,2022
#4141,4141,Friday,May,6,2022
#4140,4140,Thursday,May,5,2022
#4139,4139,Wednesday,May,4,2022
#4138,4138,Tuesday,May,3,2022
#4137,4137,Sunday,May,1,2022
#4136,4136,Saturday,April,30,2022
#4135,4135,Friday,April,29,2022
#4134,4134,Friday,April,29,2022
#4133,4133,Thursday,April,28,2022
#4235,4235,Wednesday,April,27,2022
#4235,4235,Tuesday,April,26,2022
#4131,4131,Monday,April,25,2022
#4130,4130,Saturday,April,16,2022
#4129,4129,Thursday,April,14,2022
#4128,4128,Wednesday,April,13,2022
#4127,4127,Tuesday,April,12,2022
#4126,4126,Sunday,April,10,2022
#4125,4125,Sunday,April,10,2022
#4124,4124,Sunday,April,10,2022
#4123,4123,Saturday,April,9,2022
#4122,4122,Friday,April,8,2022
#4121,4121,Wednesday,April,6,2022
#3972,3972,Sunday,April,3,2022
#4120,4120,Sunday,April,3,2022
#4119,4119,Sunday,April,3,2022
#4118,4118,Sunday,April,3,2022
#4117,4117,Monday,March,28,2022
#4116,4116,Sunday,March,27,2022
#4115,4115,Saturday,March,26,2022
#4114,4114,Friday,March,25,2022
#4113,4113,Thursday,March,24,2022
#4112,4112,Wednesday,March,23,2022
#4111,4111,Monday,March,21,2022
#4110,4110,Saturday,March,19,2022
#4109,4109,Friday,March,18,2022
#4108,4108,Thursday,March,17,2022
#4107,4107,Wednesday,March,16,2022
#4106,4106,Tuesday,March,15,2022
#4105,4105,Monday,March,14,2022
#4104,4104,Sunday,March,13,2022
#4103,4103,Saturday,March,12,2022
#4102,4102,Friday,March,11,2022
#4101,4101,Thursday,March,10,2022
#4100,4100,Thursday,March,10,2022
#4099,4099,Thursday,March,10,2022
#4098,4098,Wednesday,March,9,2022
#4097,4097,Wednesday,March,9,2022
#4096,4096,Wednesday,March,9,2022
#4095,4095,Tuesday,March,8,2022
#4094,4094,Monday,March,7,2022
#4093,4093,Monday,March,7,2022
#4092,4092,Sunday,March,6,2022
#4091,4091,Sunday,March,6,2022
#4090,4090,Saturday,March,5,2022
#4089,4089,Saturday,March,5,2022
#4088,4088,Friday,March,4,2022
#4087,4087,Friday,March,4,2022
#4086,4086,Thursday,March,3,2022
#4085,4085,Wednesday,March,2,2022
#4198,4198,Tuesday,March,1,2022
#4084,4084,Tuesday,March,1,2022
#4083,4083,Monday,February,28,2022
#4082,4082,Sunday,February,27,2022
#4081,4081,Sunday,February,27,2022
#4080,4080,Sunday,February,27,2022
#4079,4079,Wednesday,February,23,2022
#4078,4078,Tuesday,February,22,2022
#4077,4077,Monday,February,21,2022
#4184,4184,Sunday,February,20,2022
#4076,4076,Saturday,February,19,2022
#4075,4075,Friday,February,18,2022
#4074,4074,Thursday,February,17,2022
#4073,4073,Tuesday,February,15,2022
#4072,4072,Friday,February,11,2022
#4071,4071,Thursday,February,10,2022
#4070,4070,Wednesday,February,9,2022
#4069,4069,Tuesday,February,8,2022
#4068,4068,Monday,February,7,2022
#4067,4067,Sunday,February,6,2022
#4066,4066,Saturday,February,5,2022
#4065,4065,Friday,February,4,2022
#4064,4064,Thursday,February,3,2022
#4063,4063,Tuesday,February,1,2022
#4062,4062,Saturday,January,29,2022
#4061,4061,Friday,January,28,2022
#4060,4060,Thursday,January,27,2022
#4059,4059,Wednesday,January,26,2022
#4058,4058,Tuesday,January,25,2022
#4057,4057,Monday,January,24,2022
#4056,4056,Sunday,January,23,2022
#4055,4055,Friday,January,14,2022
#4054,4054,Thursday,January,13,2022
#4053,4053,Wednesday,January,12,2022
#4052,4052,Tuesday,January,11,2022
#4051,4051,Monday,January,10,2022
#4050,4050,Sunday,January,9,2022
#4049,4049,Thursday,January,6,2022
#4048,4048,Wednesday,January,5,2022
#4047,4047,Tuesday,January,4,2022
#4046,4046,Monday,January,3,2022
#4045,4045,Sunday,January,2,2022
#4044,4044,Thursday,December,30,2021
#4043,4043,Thursday,December,30,2021
#4042,4042,Wednesday,December,29,2021
#4041,4041,Tuesday,December,28,2021
#4040,4040,Monday,December,27,2021
#4039,4039,Monday,December,27,2021
#4038,4038,Thursday,December,23,2021
#4037,4037,Wednesday,December,22,2021
#4036,4036,Wednesday,December,22,2021
#4035,4035,Tuesday,December,21,2021
#4034,4034,Tuesday,December,21,2021
#4033,4033,Saturday,December,18,2021
#4032,4032,Friday,December,17,2021
#4031,4031,Thursday,December,16,2021
#4030,4030,Wednesday,December,15,2021
#4029,4029,Wednesday,December,15,2021
#4028,4028,Tuesday,December,14,2021
#4027,4027,Monday,December,13,2021
#4026,4026,Monday,December,13,2021
#4025,4025,Wednesday,December,8,2021
#4022,4022,Sunday,December,5,2021
#4021,4021,Saturday,December,4,2021
#4020,4020,Saturday,December,4,2021
#4019,4019,Friday,December,3,2021
#4018,4018,Friday,December,3,2021
#4017,4017,Thursday,December,2,2021
#4016,4016,Thursday,December,2,2021
#4015,4015,Thursday,December,2,2021
#4014,4014,Wednesday,December,1,2021
#4013,4013,Wednesday,December,1,2021
#4012,4012,Wednesday,December,1,2021
#4011,4011,Tuesday,November,30,2021
#4010,4010,Monday,November,29,2021
#4009,4009,Sunday,November,28,2021
#4008,4008,Saturday,November,27,2021
#4007,4007,Saturday,November,27,2021
#4006,4006,Monday,November,22,2021
#4005,4005,Friday,November,19,2021
#4004,4004,Thursday,November,18,2021
#4003,4003,Tuesday,November,16,2021
#4002,4002,Monday,November,15,2021
#4001,4001,Tuesday,November,9,2021
#4000,4000,Thursday,November,4,2021
#3999,3999,Wednesday,November,3,2021
#3998,3998,Wednesday,November,3,2021
#3997,3997,Tuesday,November,2,2021
#3996,3996,Tuesday,November,2,2021
#3995,3995,Monday,November,1,2021
#3994,3994,Sunday,October,31,2021
#3993,3993,Sunday,October,31,2021
#3992,3992,Friday,October,29,2021
#3991,3991,Thursday,October,28,2021
#3990,3990,Thursday,October,28,2021
#3989,3989,Wednesday,October,27,2021
#3988,3988,Tuesday,October,26,2021
#3987,3987,Monday,October,25,2021
#3986,3986,Monday,October,25,2021
#3985,3985,Monday,October,25,2021
#3984,3984,Monday,October,25,2021
#3983,3983,Friday,October,22,2021
#3982,3982,Thursday,October,21,2021
#3981,3981,Tuesday,October,19,2021
#3980,3980,Monday,October,18,2021
#3979,3979,Sunday,October,17,2021
#3978,3978,Sunday,October,17,2021
#3977,3977,Sunday,October,17,2021
#3976,3976,Sunday,October,17,2021
#3975,3975,Sunday,October,17,2021
#3974,3974,Thursday,October,14,2021
#3973,3973,Wednesday,October,13,2021
#3971,3971,Sunday,October,10,2021
#3970,3970,Sunday,October,10,2021
#3969,3969,Sunday,October,10,2021
#3968,3968,Friday,October,8,2021
#3967,3967,Thursday,October,7,2021
#3966,3966,Wednesday,October,6,2021
#3965,3965,Tuesday,October,5,2021
#3964,3964,Monday,October,4,2021
#3963,3963,Saturday,October,2,2021
#3962,3962,Friday,October,1,2021
#3961,3961,Thursday,September,30,2021
#3960,3960,Wednesday,September,29,2021
#3959,3959,Wednesday,September,29,2021
#3958,3958,Tuesday,September,28,2021
#3957,3957,Monday,September,27,2021
#3956,3956,Sunday,September,26,2021
#3955,3955,Saturday,September,25,2021
#3954,3954,Friday,September,24,2021
#3953,3953,Friday,September,24,2021
#3952,3952,Friday,September,24,2021
#3951,3951,Thursday,September,23,2021
#3950,3950,Wednesday,September,22,2021
#3949,3949,Monday,September,20,2021
#3948,3948,Sunday,September,19,2021
#3947,3947,Saturday,September,18,2021
#3946,3946,Wednesday,September,15,2021
#3945,3945,Tuesday,September,14,2021
#3944,3944,Sunday,September,12,2021
#3878,3878,Saturday,September,11,2021
#3877,3877,Saturday,September,11,2021
#3843,3843,Saturday,September,11,2021
#3825,3825,Saturday,September,11,2021
#3824,3824,Saturday,September,11,2021
#3814,3814,Saturday,September,11,2021
#3943,3943,Thursday,September,9,2021
#3942,3942,Wednesday,September,8,2021
#3941,3941,Tuesday,September,7,2021
#3940,3940,Saturday,September,4,2021
#3939,3939,Friday,September,3,2021
#3938,3938,Thursday,September,2,2021
#3937,3937,Wednesday,September,1,2021
#3936,3936,Tuesday,August,31,2021
#3935,3935,Monday,August,30,2021
#3934,3934,Sunday,August,29,2021
#3933,3933,Friday,August,27,2021
#3932,3932,Thursday,August,26,2021
#3931,3931,Wednesday,August,25,2021
#3930,3930,Tuesday,August,24,2021
#3929,3929,Sunday,August,22,2021
#3928,3928,Saturday,August,21,2021
#3927,3927,Friday,August,20,2021
#3926,3926,Thursday,August,19,2021
#3976,3976,Thursday,August,19,2021
#3924,3924,Wednesday,August,18,2021
#3923,3923,Wednesday,August,18,2021
#3922,3922,Tuesday,August,17,2021
#3921,3921,Monday,August,16,2021
#3920,3920,Saturday,August,14,2021
#3919,3919,Friday,August,13,2021
#3918,3918,Thursday,August,12,2021
#3917,3917,Thursday,August,12,2021
#3916,3916,Thursday,August,12,2021
#3915,3915,Wednesday,August,11,2021
#3914,3914,Wednesday,August,11,2021
#3913,3913,Wednesday,August,11,2021
#3912,3912,Tuesday,August,10,2021
#3911,3911,Tuesday,August,10,2021
#3910,3910,Monday,August,9,2021
#3909,3909,Monday,August,9,2021
#3908,3908,Friday,August,6,2021
#3907,3907,Friday,August,6,2021
#3906,3906,Thursday,August,5,2021
#3905,3905,Thursday,August,5,2021
#3904,3904,Tuesday,August,3,2021
#3903,3903,Tuesday,August,3,2021
#3902,3902,Monday,August,2,2021
#3901,3901,Monday,August,2,2021
#3900,3900,Sunday,August,1,2021
#3899,3899,Sunday,August,1,2021
#3898,3898,Sunday,August,1,2021
#3897,3897,Saturday,July,31,2021
#3896,3896,Saturday,July,31,2021
#3895,3895,Friday,July,30,2021
#3894,3894,Friday,July,30,2021
#3893,3893,Friday,July,30,2021
#3892,3892,Tuesday,July,27,2021
#3891,3891,Tuesday,July,27,2021
#3890,3890,Monday,July,26,2021
#3889,3889,Monday,July,26,2021
#3888,3888,Sunday,July,25,2021
#3887,3887,Friday,July,23,2021
#3886,3886,Thursday,July,22,2021
#3885,3885,Wednesday,July,21,2021
#3884,3884,Wednesday,July,21,2021
#3883,3883,Wednesday,July,21,2021
#3882,3882,Wednesday,July,21,2021
#3881,3881,Tuesday,July,20,2021
#3880,3880,Tuesday,July,20,2021
#3879,3879,Monday,July,19,2021
#3876,3876,Monday,July,19,2021
#3875,3875,Sunday,July,18,2021
#3874,3874,Sunday,July,18,2021
#3873,3873,Friday,July,16,2021
#3872,3872,Friday,July,16,2021
#3871,3871,Friday,July,16,2021
#3870,3870,Friday,July,16,2021
#3869,3869,Thursday,July,15,2021
#3868,3868,Wednesday,July,14,2021
#3867,3867,Wednesday,July,14,2021
#3866,3866,Tuesday,July,13,2021
#3865,3865,Monday,July,12,2021
#3864,3864,Saturday,July,10,2021
#3863,3863,Saturday,July,10,2021
#3862,3862,Thursday,July,8,2021
#3861,3861,Wednesday,July,7,2021
#3860,3860,Tuesday,July,6,2021
#3859,3859,Saturday,July,3,2021
#3858,3858,Friday,July,2,2021
#3857,3857,Thursday,July,1,2021
#3856,3856,Thursday,July,1,2021
#3855,3855,Tuesday,June,29,2021
#3854,3854,Tuesday,June,29,2021
#3853,3853,Monday,June,28,2021
#3852,3852,Monday,June,28,2021
#3851,3851,Friday,June,25,2021
#3850,3850,Friday,June,25,2021
#3849,3849,Friday,June,25,2021
#3848,3848,Wednesday,June,23,2021
#3847,3847,Tuesday,June,22,2021
#3846,3846,Monday,June,21,2021
#3845,3845,Friday,June,18,2021
#3844,3844,Thursday,June,17,2021
#3842,3842,Wednesday,June,16,2021
#3841,3841,Tuesday,June,15,2021
#3839,3839,Saturday,June,12,2021
#3838,3838,Friday,June,11,2021
#3837,3837,Thursday,June,10,2021
#3836,3836,Wednesday,June,9,2021
#3835,3835,Tuesday,June,8,2021
#3834,3834,Monday,June,7,2021
#3833,3833,Friday,June,4,2021
#3832,3832,Thursday,June,3,2021
#3831,3831,Wednesday,June,2,2021
#3830,3830,Tuesday,June,1,2021
#3829,3829,Sunday,May,30,2021
#3828,3828,Friday,May,28,2021
#3827,3827,Thursday,May,27,2021
#3826,3826,Wednesday,May,26,2021
#3823,3823,Tuesday,May,25,2021
#3822,3822,Monday,May,24,2021
#3821,3821,Sunday,May,23,2021
#3820,3820,Friday,May,21,2021
#3819,3819,Thursday,May,20,2021
#3818,3818,Wednesday,May,19,2021
#3817,3817,Sunday,May,16,2021
#3816,3816,Saturday,May,15,2021
#3815,3815,Friday,May,14,2021
#3813,3813,Thursday,May,13,2021
#3812,3812,Wednesday,May,12,2021
#3811,3811,Tuesday,May,11,2021
#3810,3810,Monday,May,10,2021
#3809,3809,Saturday,May,8,2021
#3808,3808,Friday,May,7,2021
#3807,3807,Thursday,May,6,2021
#3806,3806,Wednesday,May,5,2021
#3805,3805,Tuesday,May,4,2021
#3804,3804,Monday,May,3,2021
#3803,3803,Sunday,May,2,2021
#3802,3802,Saturday,May,1,2021
#3801,3801,Friday,April,30,2021
#3800,3800,Thursday,April,29,2021
#3799,3799,Wednesday,April,28,2021
#3798,3798,Tuesday,April,27,2021
#3797,3797,Sunday,April,25,2021
#3796,3796,Saturday,April,24,2021
#3795,3795,Friday,April,16,2021
#3794,3794,Thursday,April,15,2021
#3793,3793,Wednesday,April,14,2021
#3792,3792,Tuesday,April,13,2021
#3791,3791,Monday,April,12,2021
#3790,3790,Sunday,April,11,2021
#3789,3789,Friday,April,9,2021
#3788,3788,Thursday,April,8,2021
#3787,3787,Wednesday,April,7,2021
#3786,3786,Tuesday,April,6,2021
#3785,3785,Sunday,April,4,2021
#3784,3784,Sunday,April,4,2021
#3783,3783,Sunday,April,4,2021
#3782,3782,Friday,April,2,2021
#3781,3781,Thursday,April,1,2021
#3780,3780,Wednesday,March,31,2021
#3779,3779,Tuesday,March,30,2021
#3778,3778,Sunday,March,28,2021
#3777,3777,Saturday,March,27,2021
#3776,3776,Friday,March,26,2021
#3775,3775,Thursday,March,25,2021
#3774,3774,Wednesday,March,24,2021
#3773,3773,Tuesday,March,23,2021
#3772,3772,Monday,March,22,2021
#3771,3771,Sunday,March,21,2021
#3770,3770,Saturday,March,20,2021
#3769,3769,Friday,March,19,2021
#3768,3768,Thursday,March,18,2021
#3767,3767,Wednesday,March,17,2021
#3766,3766,Tuesday,March,16,2021
#3765,3765,Saturday,March,13,2021
#3764,3764,Friday,March,12,2021
#3763,3763,Thursday,March,11,2021
#3762,3762,Wednesday,March,10,2021
#3761,3761,Tuesday,March,9,2021
#3760,3760,Monday,March,8,2021
#3759,3759,Sunday,March,7,2021
#3758,3758,Saturday,March,6,2021
#3757,3757,Friday,March,5,2021
#3756,3756,Thursday,March,4,2021
#3754,3754,Wednesday,March,3,2021
#3753,3753,Wednesday,March,3,2021
#3752,3752,Tuesday,March,2,2021
#3751,3751,Monday,March,1,2021
#3750,3750,Sunday,February,28,2021
#3747,3747,Friday,February,26,2021
#3746,3746,Thursday,February,25,2021
#3745,3745,Wednesday,February,24,2021
#3744,3744,Tuesday,February,23,2021
#3743,3743,Sunday,February,21,2021
#3742,3742,Saturday,February,20,2021
#3741,3741,Thursday,February,18,2021
#3740,3740,Wednesday,February,17,2021
#3739,3739,Tuesday,February,16,2021
#3738,3738,Monday,February,15,2021
#3737,3737,Sunday,February,14,2021
#3736,3736,Friday,February,12,2021
#3735,3735,Thursday,February,11,2021
#3734,3734,Wednesday,February,10,2021
#3733,3733,Tuesday,February,9,2021
#3732,3732,Monday,February,8,2021
#3731,3731,Sunday,February,7,2021
#3730,3730,Saturday,February,6,2021
#3729,3729,Friday,February,5,2021
#3728,3728,Thursday,February,4,2021
#3727,3727,Wednesday,February,3,2021
#3726,3726,Tuesday,February,2,2021
#3725,3725,Monday,February,1,2021
#3724,3724,Sunday,January,31,2021
#3723,3723,Saturday,January,30,2021
#3722,3722,Friday,January,29,2021
#3721,3721,Thursday,January,28,2021
#3720,3720,Wednesday,January,27,2021
#3719,3719,Tuesday,January,26,2021
#3718,3718,Sunday,January,24,2021
#3717,3717,Friday,January,22,2021
#3716,3716,Thursday,January,21,2021
#3715,3715,Wednesday,January,20,2021
#3714,3714,Tuesday,January,19,2021
#3713,3713,Monday,January,18,2021
#3712,3712,Sunday,January,17,2021
#3711,3711,Thursday,January,14,2021
#3710,3710,Wednesday,January,13,2021
#3709,3709,Tuesday,January,12,2021
#3708,3708,Monday,January,11,2021
#3707,3707,Sunday,January,10,2021
#3706,3706,Friday,January,8,2021
#3705,3705,Friday,January,8,2021
#3704,3704,Thursday,January,7,2021
#3702,3702,Monday,January,4,2021
#3701,3701,Monday,January,4,2021
